loopIteration,timeUs,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],quat[0],quat[1],quat[2],quat[3],alpha[0],alpha[1],alpha[2],quatSp[0],quatSp[1],quatSp[2],quatSp[3],gyroSp[0],gyroSp[1],gyroSp[2],alphaSp[0],alphaSp[1],alphaSp[2],spfSp[0],spfSp[1],spfSp[2],dv[0],dv[1],dv[2],dv[3],dv[4],dv[5],u[0],u[1],u[2],u[3],u[4],u[5],u[6],u[7],u_state[0],u_state[1],u_state[2],u_state[3],u_state[4],u_state[5],u_state[6],u_state[7],omega[0],omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omegaUnfiltered[0],omegaUnfiltered[1],omegaUnfiltered[2],omegaUnfiltered[3],omegaUnfiltered[4],omegaUnfiltered[5],omegaUnfiltered[6],omegaUnfiltered[7],omega_dot[0],omega_dot[1],omega_dot[2],omega_dot[3],omega_dot[4],omega_dot[5],omega_dot[6],omega_dot[7],pos[0],pos[1],pos[2],extTime,extPos[0],extPos[1],extPos[2],posSp[0],posSp[1],posSp[2],vel[0],vel[1],vel[2],extVel[0],extVel[1],extVel[2],velSp[0],velSp[1],velSp[2],accSp[0],accSp[1],accSp[2],extQuat[0],extQuat[1],extQuat[2],extQuat[3],ekf_pos[0],ekf_pos[1],ekf_pos[2],ekf_vel[0],ekf_vel[1],ekf_vel[2],ekf_quat[0],ekf_quat[1],ekf_quat[2],ekf_quat[3],ekf_acc_b[0],ekf_acc_b[1],ekf_acc_b[2],ekf_gyro_b[0],ekf_gyro_b[1],ekf_gyro_b[2],motor_0_rls_x[0],motor_0_rls_x[1],motor_0_rls_x[2],motor_0_rls_x[3],motor_1_rls_x[0],motor_1_rls_x[1],motor_1_rls_x[2],motor_1_rls_x[3],motor_2_rls_x[0],motor_2_rls_x[1],motor_2_rls_x[2],motor_2_rls_x[3],motor_3_rls_x[0],motor_3_rls_x[1],motor_3_rls_x[2],motor_3_rls_x[3],imu_rls_x[0],imu_rls_x[1],imu_rls_x[2],fx_x_rls_x[0],fx_x_rls_x[1],fx_x_rls_x[2],fx_x_rls_x[3],fx_y_rls_x[0],fx_y_rls_x[1],fx_y_rls_x[2],fx_y_rls_x[3],fx_z_rls_x[0],fx_z_rls_x[1],fx_z_rls_x[2],fx_z_rls_x[3],fx_p_rls_x[0],fx_p_rls_x[1],fx_p_rls_x[2],fx_p_rls_x[3],fx_p_rls_x[4],fx_p_rls_x[5],fx_p_rls_x[6],fx_p_rls_x[7],fx_q_rls_x[0],fx_q_rls_x[1],fx_q_rls_x[2],fx_q_rls_x[3],fx_q_rls_x[4],fx_q_rls_x[5],fx_q_rls_x[6],fx_q_rls_x[7],fx_r_rls_x[0],fx_r_rls_x[1],fx_r_rls_x[2],fx_r_rls_x[3],fx_r_rls_x[4],fx_r_rls_x[5],fx_r_rls_x[6],fx_r_rls_x[7],learnerGains[0],learnerGains[1],learnerGains[2],learnerGains[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,timeMs,timeS
4836,2402182,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,0.0,0.0,0.005235987748039996,0.0017453292493466656,0.005235987748039996,-0.086191259765625,0.181959326171875,-9.7683427734375,0.143652099609375,0.5793968017578125,-9.658209497070311,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,272.0,280.0,0.0,0.0,0.0,0.0,271.0,274.0,271.0,275.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.651,278.614,7284.073,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2402.1820000000002,2.402182
4840,2404169,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,0.0,0.0,-0.003490658498693331,-0.0017453292493466656,0.005235987748039996,-0.105344873046875,0.181959326171875,-9.753977563476562,0.373495458984375,0.7900865478515624,-10.156203442382813,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,272.0,280.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.65,278.613,7284.117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2404.169,2.404169
4844,2406156,-0.0024,0.0,0.0012,0.0,1517,0,0.003490658498693331,0.0017453292493466656,0.0,0.003490658498693331,0.006981316997386662,-0.0017453292493466656,-0.12449848632812499,0.181959326171875,-9.744400756835937,0.201112939453125,0.699106884765625,-10.060435375976562,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,272.0,280.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.649,278.612,7284.161,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2406.156,2.4061559999999997
4848,2408143,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,0.003490658498693331,0.0,0.0,0.005235987748039996,-0.003490658498693331,-0.1292868896484375,0.181959326171875,-9.739612353515625,-0.0526724365234375,0.2825157958984375,-10.55364091796875,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,272.0,280.0,0.0,0.0,0.0,0.0,272.0,274.0,269.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.647,278.611,7284.205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2408.143,2.408143
4852,2410130,-0.0024,0.0,0.0012,0.0,1517,0,0.0,0.003490658498693331,-0.0017453292493466656,0.006981316997386662,0.008726646246733328,-0.008726646246733328,-0.12449848632812499,0.181959326171875,-9.734823950195311,-0.086191259765625,-0.2154781494140625,-10.237606298828124,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,280.0,0.0,0.0,0.0,0.0,271.0,272.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.646,278.611,7284.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2410.13,2.41013
4856,2412117,-0.0024,0.0,0.0012,0.0,1517,0,0.0,0.0017453292493466656,-0.0017453292493466656,0.005235987748039996,0.0017453292493466656,-0.013962633994773325,-0.11013327636718749,0.1867477294921875,-9.739612353515625,-0.82360537109375,-0.7517793212890624,-9.916783276367187,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,280.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.645,278.61,7284.294,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2412.117,2.412117
4860,2414104,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,-0.003490658498693331,-0.003490658498693331,0.005235987748039996,-0.01221730474542666,-0.008726646246733328,-0.08140285644531249,0.201112939453125,-9.753977563476562,-1.4125789794921875,-0.8092401611328125,-9.471461767578125,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.1,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.644,278.609,7284.338,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2414.1040000000003,2.414104
4864,2416091,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,-0.006981316997386662,-0.0017453292493466656,0.006981316997386662,-0.013962633994773325,-0.003490658498693331,-0.0718260498046875,0.201112939453125,-9.763554370117188,-0.7661445312499999,-0.49320554199218747,-9.083601098632812,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.0,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,272.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.643,278.608,7284.382,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2416.091,2.4160909999999998
4868,2418078,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,-0.006981316997386662,-0.0017453292493466656,0.0,-0.010471975496079993,0.0017453292493466656,-0.06703764648437499,0.19153613281249998,-9.773131176757811,-0.28730419921875,-0.06703764648437499,-9.643844287109374,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.0,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,274.0,269.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.642,278.607,7284.426,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2418.078,2.418078
4872,2420065,-0.0024,0.0,0.0012,0.0,1517,0,0.003490658498693331,-0.006981316997386662,0.0,0.0,0.0,0.006981316997386662,-0.08140285644531249,0.181959326171875,-9.7683427734375,0.44053310546874996,0.40222587890625,-10.012551342773437,0.0,0.0005291005291005291,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.2,0.1,0.0,0.0002460932693490833,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,274.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.64,278.607,7284.469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2420.065,2.4200649999999997
4876,2422052,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,-0.003490658498693331,0.0,-0.003490658498693331,0.0017453292493466656,0.0017453292493466656,-0.09576806640624999,0.17238251953125,-9.753977563476562,0.5219359619140624,0.5602431884765625,-10.381258398437499,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.1,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,280.0,0.0,0.0,0.0,0.0,271.0,274.0,272.0,275.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.639,278.606,7284.513,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2422.052,2.422052
4880,2424039,-0.0024,0.0,0.0012,0.0,1517,0,0.0,-0.0017453292493466656,0.0017453292493466656,-0.003490658498693331,0.0017453292493466656,0.0,-0.105344873046875,0.17238251953125,-9.734823950195311,0.0526724365234375,0.3591302490234375,-10.17056865234375,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,279.0,0.0,0.0,0.0,0.0,274.0,272.0,271.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.638,278.605,7284.557,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2424.039,2.424039
4884,2426025,-0.0024,0.0,0.0012,0.0,1517,0,-0.0017453292493466656,0.0,0.0,-0.003490658498693331,0.0,-0.003490658498693331,-0.1149216796875,0.1771709228515625,-9.720458740234374,0.086191259765625,0.0143652099609375,-9.86411083984375,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005537098560354375,-0.02608588655100283,0.0,-0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,273.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-36.637,278.604,7284.601,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.4,21.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,2426.025,2.426025
