loopIteration,timeUs,rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbatLatest,amperageLatest,gyroADC[0],gyroADC[1],gyroADC[2],gyroADCafterRpm[0],gyroADCafterRpm[1],gyroADCafterRpm[2],accSmooth[0],accSmooth[1],accSmooth[2],accADCafterRpm[0],accADCafterRpm[1],accADCafterRpm[2],motor[0],motor[1],motor[2],motor[3],quat[0],quat[1],quat[2],quat[3],alpha[0],alpha[1],alpha[2],quatSp[0],quatSp[1],quatSp[2],quatSp[3],gyroSp[0],gyroSp[1],gyroSp[2],alphaSp[0],alphaSp[1],alphaSp[2],spfSp[0],spfSp[1],spfSp[2],dv[0],dv[1],dv[2],dv[3],dv[4],dv[5],u[0],u[1],u[2],u[3],u[4],u[5],u[6],u[7],u_state[0],u_state[1],u_state[2],u_state[3],u_state[4],u_state[5],u_state[6],u_state[7],omega[0],omega[1],omega[2],omega[3],omega[4],omega[5],omega[6],omega[7],omegaUnfiltered[0],omegaUnfiltered[1],omegaUnfiltered[2],omegaUnfiltered[3],omegaUnfiltered[4],omegaUnfiltered[5],omegaUnfiltered[6],omegaUnfiltered[7],omega_dot[0],omega_dot[1],omega_dot[2],omega_dot[3],omega_dot[4],omega_dot[5],omega_dot[6],omega_dot[7],pos[0],pos[1],pos[2],extTime,extPos[0],extPos[1],extPos[2],posSp[0],posSp[1],posSp[2],vel[0],vel[1],vel[2],extVel[0],extVel[1],extVel[2],velSp[0],velSp[1],velSp[2],accSp[0],accSp[1],accSp[2],extQuat[0],extQuat[1],extQuat[2],extQuat[3],ekf_pos[0],ekf_pos[1],ekf_pos[2],ekf_vel[0],ekf_vel[1],ekf_vel[2],ekf_quat[0],ekf_quat[1],ekf_quat[2],ekf_quat[3],ekf_acc_b[0],ekf_acc_b[1],ekf_acc_b[2],ekf_gyro_b[0],ekf_gyro_b[1],ekf_gyro_b[2],motor_0_rls_x[0],motor_0_rls_x[1],motor_0_rls_x[2],motor_0_rls_x[3],motor_1_rls_x[0],motor_1_rls_x[1],motor_1_rls_x[2],motor_1_rls_x[3],motor_2_rls_x[0],motor_2_rls_x[1],motor_2_rls_x[2],motor_2_rls_x[3],motor_3_rls_x[0],motor_3_rls_x[1],motor_3_rls_x[2],motor_3_rls_x[3],imu_rls_x[0],imu_rls_x[1],imu_rls_x[2],fx_x_rls_x[0],fx_x_rls_x[1],fx_x_rls_x[2],fx_x_rls_x[3],fx_y_rls_x[0],fx_y_rls_x[1],fx_y_rls_x[2],fx_y_rls_x[3],fx_z_rls_x[0],fx_z_rls_x[1],fx_z_rls_x[2],fx_z_rls_x[3],fx_p_rls_x[0],fx_p_rls_x[1],fx_p_rls_x[2],fx_p_rls_x[3],fx_p_rls_x[4],fx_p_rls_x[5],fx_p_rls_x[6],fx_p_rls_x[7],fx_q_rls_x[0],fx_q_rls_x[1],fx_q_rls_x[2],fx_q_rls_x[3],fx_q_rls_x[4],fx_q_rls_x[5],fx_q_rls_x[6],fx_q_rls_x[7],fx_r_rls_x[0],fx_r_rls_x[1],fx_r_rls_x[2],fx_r_rls_x[3],fx_r_rls_x[4],fx_r_rls_x[5],fx_r_rls_x[6],fx_r_rls_x[7],learnerGains[0],learnerGains[1],learnerGains[2],learnerGains[3],flightModeFlags,stateFlags,failsafePhase,rxSignalReceived,rxFlightChannelsValid,timeMs,timeS
2696,1339181,-0.0024,0.0,0.0012,0.0,1517,0,-0.0017453292493466656,0.003490658498693331,0.0,0.0,0.01221730474542666,-0.005235987748039996,-0.11013327636718749,0.143652099609375,-9.758765966796874,-0.39264907226562495,0.33039982910156246,-9.595960253906249,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.268,279.039,7260.836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1339.181,1.339181
2700,1341168,-0.0024,0.0,0.0012,0.0,1517,0,-0.0017453292493466656,0.003490658498693331,0.0,-0.0017453292493466656,0.003490658498693331,-0.006981316997386662,-0.11013327636718749,0.1388636962890625,-9.758765966796874,-0.45010991210937495,-0.16280571289062498,-9.935936889648437,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,269.0,272.0,274.0,275.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.267,279.038,7260.879,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1341.1680000000001,1.341168
2704,1343155,-0.0024,0.0,0.0012,0.0,1517,0,0.0,0.003490658498693331,0.0,0.003490658498693331,0.003490658498693331,-0.003490658498693331,-0.09576806640624999,0.143652099609375,-9.758765966796874,-1.0582371337890624,-0.143652099609375,-9.390058911132812,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,274.0,272.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.266,279.038,7260.923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1343.155,1.3431549999999999
2708,1345142,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,0.0017453292493466656,-0.0017453292493466656,0.005235987748039996,-0.006981316997386662,-0.003490658498693331,-0.086191259765625,0.1484405029296875,-9.7683427734375,-0.9624690673828125,-0.316034619140625,-9.217676391601563,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.1,0.00012304663467454166,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,272.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.265,279.037,7260.966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1345.142,1.3451419999999998
2712,1347128,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,0.0,0.0017453292493466656,0.0,-0.008726646246733328,0.003490658498693331,-0.076614453125,0.15322890625,-9.773131176757811,-0.7565677246093749,0.1867477294921875,-9.074024291992187,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.264,279.036,7261.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1347.128,1.3471279999999999
2716,1349115,-0.0024,0.0,0.0012,0.0,1517,0,0.0017453292493466656,-0.0017453292493466656,0.0017453292493466656,0.0,-0.005235987748039996,0.008726646246733328,-0.076614453125,0.15322890625,-9.782707983398437,0.0047884033203125,0.6512228515624999,-9.275137231445312,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.17453292493466654,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.00012304663467454166,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,271.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.263,279.035,7261.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1349.115,1.3491149999999998
2720,1351102,-0.0024,0.0,0.0012,0.0,1517,0,-0.0017453292493466656,0.0,0.003490658498693331,-0.006981316997386662,0.0017453292493466656,0.010471975496079993,-0.086191259765625,0.1484405029296875,-9.777919580078125,0.9624690673828125,1.024718310546875,-10.228029492187499,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,269.0,272.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.262,279.034,7261.097,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1351.102,1.351102
2724,1353089,-0.0024,0.0,0.0012,0.0,1517,0,0.0,0.0,0.003490658498693331,0.003490658498693331,0.003490658498693331,0.01221730474542666,-0.1005564697265625,0.143652099609375,-9.773131176757811,0.6943184814453125,1.0630255371093749,-10.228029492187499,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,269.0,272.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.26,279.033,7261.14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1353.089,1.353089
2728,1355076,-0.0024,0.0,0.0012,0.0,1517,0,0.0,0.0,0.0017453292493466656,-0.0017453292493466656,0.0017453292493466656,0.0017453292493466656,-0.12449848632812499,0.12449848632812499,-9.763554370117188,0.6655880615234374,0.5602431884765625,-10.433930834960936,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,274.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.259,279.033,7261.184,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1355.076,1.355076
2732,1357064,-0.0024,0.0,0.0012,0.0,1519,0,0.0017453292493466656,-0.0017453292493466656,0.0017453292493466656,0.008726646246733328,0.0,0.0017453292493466656,-0.13407529296874998,0.1197100830078125,-9.749189160156249,0.086191259765625,0.45489831542968745,-9.629479077148437,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,272.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.258,279.032,7261.23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1357.064,1.357064
2736,1359050,-0.0024,0.0,0.0012,0.0,1519,0,0.0,-0.0017453292493466656,0.0,0.0,-0.003490658498693331,-0.005235987748039996,-0.13407529296874998,0.1197100830078125,-9.753977563476562,-0.2442085693359375,0.05746083984375,-9.634267480468749,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,272.0,272.0,269.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.257,279.031,7261.274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1359.05,1.3590499999999999
2740,1361037,-0.0024,0.0,0.0012,0.0,1519,0,0.0,0.0,0.0,0.005235987748039996,-0.0017453292493466656,-0.0017453292493466656,-0.1292868896484375,0.1292868896484375,-9.758765966796874,-0.2825157958984375,-0.277727392578125,-9.437942944335937,0.0,0.0,0.0,0.0,0.9996308600959763,-0.00824412452319429,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,272.0,272.0,280.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.256,279.03,7261.317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1361.037,1.3610369999999998
2744,1363024,-0.0024,0.0,0.0012,0.0,1519,0,0.003490658498693331,-0.0017453292493466656,0.0017453292493466656,0.006981316997386662,-0.0017453292493466656,0.0017453292493466656,-0.1197100830078125,0.143652099609375,-9.763554370117188,-0.5363011718749999,0.023942016601562498,-9.543287817382812,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,269.0,271.0,272.0,278.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.254,279.029,7261.361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1363.0240000000001,1.363024
2748,1365011,-0.0024,0.0,0.0012,0.0,1519,0,0.0017453292493466656,-0.0017453292493466656,0.0,0.0017453292493466656,-0.0017453292493466656,0.0017453292493466656,-0.1149216796875,0.1484405029296875,-9.773131176757811,-0.39264907226562495,0.36391865234375,-9.581595043945311,0.0,0.0,0.0,0.0,0.9996308600959763,-0.008121077888519748,-0.005414051925679833,-0.02608588655100283,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.003490658498693331,0.0,0.0017453292493466656,-0.17453292493466654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012304663467454166,0.0,0.0,0.0,0.0,0.0,0.0,271.0,272.0,271.0,279.0,0.0,0.0,0.0,0.0,271.0,274.0,272.0,281.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,-37.253,279.028,7261.404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,-0.41,21.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1365.011,1.365011
